TIMESTAMP,Open,High,Low,Close,Return,Past3DayHigh,High_vs_Past3High,Next1DayReturn,Next2DayReturn,Rule,PrevHigh,PrevLow
2022-04-01,17474.72159598729,17688.0,17474.72159598729,17688.0,0.012204967205983224,,,0.019725237449118138,0.013740954319312548,LargeUpDay,,
2022-04-11,17703.5252575251,17749.933042890436,17675.192874880333,17681.15,-0.0012638871185041186,17877.474549230574,-127.54150634013786,-0.0089304145940734,-0.012179637636692277,InsideDay,17819.184480591015,17644.524958788348
2022-04-19,17207.482511552018,17249.63284474613,16868.9,16868.9,-0.01967646989178769,17632.595318254484,-382.96247350835256,0.016622304951715794,0.031534362050874565,LargeDownDay,,
2022-04-20,17057.496160441846,17151.875306456466,17057.496160441846,17149.3,0.005382023170027516,17632.595318254484,-480.72001179801737,0.014668237187523747,0.0011778906427668545,InsideDay,17249.63284474613,16868.9
2022-04-21,17238.613498317765,17400.85,17238.613498317765,17400.85,0.00941122681926044,17249.63284474613,151.21715525386753,-0.013295327527103495,-0.023883890729475832,Breakout,,
2022-04-28,17116.99552350028,17305.19431371777,17093.880680951774,17229.5,0.006572676632722053,17202.822797087458,102.37151663031182,-0.006892248759395203,-0.009486636292405535,Breakout,,
2022-04-29,17328.450003153164,17362.69217249057,17102.5178225478,17110.75,-0.012563154991563042,17305.19431371777,57.4978587728001,-0.002612392794003826,-0.024429086977484915,LargeDownDay,,
2022-04-29,17328.450003153164,17362.69217249057,17102.5178225478,17110.75,-0.012563154991563042,17305.19431371777,57.4978587728001,-0.002612392794003826,-0.024429086977484915,Breakout,,
2022-05-04,17070.693301121508,17070.693301121508,16679.024399428625,16692.75,-0.022139891711174836,17362.69217249057,-291.9988713690618,-0.0012670171182100898,-0.015126327297778963,LargeDownDay,,
2022-05-13,15974.809183666026,16052.792818002405,15779.757808870812,15779.757808870812,-0.012209934563390616,16378.357411160798,-325.5645931583931,0.005300600436476177,0.03173003015595821,LargeDownDay,,
2022-05-16,15840.331310065934,15936.120247063876,15810.232814109348,15863.4,0.0014563262271797338,16291.562522868477,-355.4422758046003,0.026290076528360903,0.02477716000353025,InsideDay,16052.792818002405,15779.757808870812
2022-05-17,15953.826740637187,16280.45,15950.147637886885,16280.45,0.020473035383469926,16052.792818002405,227.65718199759613,-0.0014741607265155163,-0.02772650633121354,LargeUpDay,,
2022-05-17,15953.826740637187,16280.45,15950.147637886885,16280.45,0.020473035383469926,16052.792818002405,227.65718199759613,-0.0014741607265155163,-0.02772650633121354,Breakout,,
2022-05-18,16351.482493810903,16372.179883382172,16241.215116937852,16256.45,-0.005811857967427272,16280.45,91.72988338217148,-0.026291102916073616,0.0015040184050023608,Breakout,,
2022-05-20,16090.207171086367,16280.9,16090.207171086367,16280.9,0.011851483755678523,16372.179883382172,-91.27988338217257,-0.005481883679649191,-0.008777156054026514,LargeUpDay,,
2022-05-23,16279.152094060013,16381.025946363252,16191.65,16191.65,-0.005375101452116873,16372.179883382172,8.84606298107974,-0.0033134362464603,-0.009742676008930529,Breakout,,
2022-05-25,16201.99315713264,16201.99315713264,16027.340432045967,16033.9,-0.010374844348001826,16381.025946363252,-179.03278923061043,0.010477800160908934,0.020297619418856442,LargeDownDay,,
2022-05-27,16302.644675519485,16359.35,16254.301364274117,16359.35,0.0034782899099596878,16230.42124629646,128.92875370353977,0.01890967550666756,0.013548826817691316,Breakout,,
2022-05-30,16567.28511872769,16677.129228622613,16567.28511872769,16668.7,0.00612139409357246,16359.35,317.7792286226122,-0.005261358114310054,-0.007484086941393131,Breakout,,
2022-06-03,16776.227169049598,16776.227169049598,16584.381416653127,16584.5,-0.011428503388611412,16676.502102998013,99.7250660515856,-0.0011305737284814654,-0.010832403750489994,Breakout,,
2022-06-03,16776.227169049598,16776.227169049598,16584.381416653127,16584.5,-0.011428503388611412,16676.502102998013,99.7250660515856,-0.0011305737284814654,-0.010832403750489994,LargeDownDay,,
2022-06-09,16285.578236802916,16481.4,16285.578236802916,16481.4,0.01202424380330312,16590.478639499346,-109.07863949934472,-0.01702131367039228,-0.04132537284454008,LargeUpDay,,
2022-06-16,15832.517897425669,15832.517897425669,15348.35,15348.35,-0.0305806000386327,15840.747276058519,-8.229378632851876,-0.0008632849785156216,0.0001835071257909604,LargeDownDay,,
2022-06-21,15461.285559806514,15687.93043767561,15461.285559806514,15631.5,0.011009074215405394,15832.517897425669,-144.58745975005874,-0.014701084348910818,-0.0036240923775707756,LargeUpDay,,
2022-06-24,15718.5441903046,15718.5441903046,15637.877400586074,15697.75,-0.0013229081556691187,15687.93043767561,30.613752628989463,0.008959882785749551,0.01129779745504922,Breakout,,
2022-06-27,15890.179353059319,15900.203579962705,15830.23027354124,15838.4,-0.003258575747249193,15718.5441903046,181.65938965810528,0.0023171532478027945,-0.003453631679967373,Breakout,,
2022-07-05,15921.843723226411,16016.946038133268,15798.9,15798.9,-0.007721701416216285,15870.315390509448,146.63064762382058,0.01306103589490415,0.021526815158017243,Breakout,,
2022-07-06,15881.94689744858,16005.25,15865.673753505234,16005.25,0.007763727164408774,16016.946038133268,-11.696038133268305,0.008356632979803491,0.013320629168554143,InsideDay,16016.946038133268,15798.9
2022-07-07,16102.020172883178,16139.0,16082.21749977232,16139.0,0.0022965955029107684,16016.946038133268,122.0539618667317,0.004922857673957504,0.0037115062891133204,Breakout,,
2022-07-08,16206.347677893213,16221.7841345309,16172.814378132822,16218.45,0.0007467643140406517,16139.0,82.7841345309007,-0.0012054172871021065,-0.011157046450184891,Breakout,,
2022-07-11,16147.970574823785,16233.722497251982,16139.228926765269,16198.9,0.003153921103597913,16221.7841345309,11.938362721080921,-0.009963639506386237,-0.013747847076035713,Breakout,,
2022-07-18,16176.009631961177,16280.05,16174.233056073626,16280.05,0.0064317696642103685,16119.610737309375,160.4392626906247,0.0029514651367779088,0.013218632620907169,Breakout,,
2022-07-19,16243.144729907366,16341.735328446775,16243.144729907366,16328.1,0.00523022305749773,16280.05,61.68532844677611,0.010236953472847476,0.01726471542922936,Breakout,,
2022-07-20,16517.24089228428,16577.930072438703,16495.25,16495.25,-0.0013313901775540006,16341.735328446775,236.19474399192768,0.0069565480971793825,0.013070429366029536,Breakout,,
2022-07-21,16509.707404689467,16610.0,16509.707404689467,16610.0,0.006074765157984921,16577.930072438703,32.069927561296936,0.006071643588199782,3.612281757958691e-05,Breakout,,
